repo_url,exit_code,start_time,end_time,duration_seconds,log_path
https://github.com/nlohmann/json,1,2026-01-15T23:45:49Z,2026-01-15T23:46:30Z,41,logs_tacc/20260115_234549_nlohmann_json.log
https://github.com/simdjson/simdjson,1,2026-01-15T23:46:35Z,2026-01-15T23:47:27Z,52,logs_tacc/20260115_234635_simdjson_simdjson.log
https://github.com/yhirose/cpp-httplib,1,2026-01-15T23:47:32Z,2026-01-15T23:48:21Z,49,logs_tacc/20260115_234732_yhirose_cpp-httplib.log
https://github.com/cli/cli,1,2026-01-15T23:48:26Z,2026-01-15T23:49:07Z,41,logs_tacc/20260115_234826_cli_cli.log
https://github.com/grpc/grpc-go,1,2026-01-15T23:49:12Z,2026-01-15T23:49:50Z,38,logs_tacc/20260115_234912_grpc_grpc-go.log
https://github.com/zeromicro/go-zero,1,2026-01-15T23:49:55Z,2026-01-15T23:50:21Z,26,logs_tacc/20260115_234955_zeromicro_go-zero.log
https://github.com/alibaba/fastjson2,1,2026-01-15T23:50:26Z,2026-01-15T23:51:24Z,58,logs_tacc/20260115_235026_alibaba_fastjson2.log
https://github.com/elastic/logstash,0,2026-01-15T23:51:29Z,2026-01-16T00:01:23Z,594,logs_tacc/20260115_235129_elastic_logstash.log
https://github.com/mockito/mockito,1,2026-01-16T00:01:28Z,2026-01-16T00:02:21Z,53,logs_tacc/20260116_000128_mockito_mockito.log
https://github.com/anuraghazra/github-readme-stats,1,2026-01-16T00:02:26Z,2026-01-16T00:03:15Z,49,logs_tacc/20260116_000226_anuraghazra_github-readme-stats.log
https://github.com/axios/axios,1,2026-01-16T00:03:20Z,2026-01-16T00:04:20Z,60,logs_tacc/20260116_000320_axios_axios.log
https://github.com/expressjs/express,1,2026-01-16T00:04:25Z,2026-01-16T00:04:56Z,31,logs_tacc/20260116_000425_expressjs_express.log
https://github.com/iamkun/dayjs,1,2026-01-16T00:05:01Z,2026-01-16T00:05:28Z,27,logs_tacc/20260116_000501_iamkun_dayjs.log
https://github.com/Kong/insomnia,1,2026-01-16T00:05:33Z,2026-01-16T00:06:13Z,40,logs_tacc/20260116_000533_Kong_insomnia.log
https://github.com/sveltejs/svelte,1,2026-01-16T00:06:18Z,2026-01-16T00:06:49Z,31,logs_tacc/20260116_000618_sveltejs_svelte.log
https://github.com/BurntSushi/ripgrep,1,2026-01-16T00:06:54Z,2026-01-16T00:07:29Z,35,logs_tacc/20260116_000654_BurntSushi_ripgrep.log
https://github.com/clap-rs/clap,1,2026-01-16T00:07:34Z,2026-01-16T00:08:13Z,39,logs_tacc/20260116_000734_clap-rs_clap.log
https://github.com/nushell/nushell,1,2026-01-16T00:08:18Z,2026-01-16T00:08:49Z,31,logs_tacc/20260116_000818_nushell_nushell.log
https://github.com/serde-rs/serde,1,2026-01-16T00:08:54Z,2026-01-16T00:09:20Z,26,logs_tacc/20260116_000854_serde-rs_serde.log
https://github.com/sharkdp/bat,1,2026-01-16T00:09:26Z,2026-01-16T00:09:53Z,27,logs_tacc/20260116_000925_sharkdp_bat.log
https://github.com/sharkdp/fd,1,2026-01-16T00:09:58Z,2026-01-16T00:10:23Z,25,logs_tacc/20260116_000958_sharkdp_fd.log
https://github.com/rayon-rs/rayon,1,2026-01-16T00:10:28Z,2026-01-16T00:10:56Z,28,logs_tacc/20260116_001028_rayon-rs_rayon.log
https://github.com/tokio-rs/bytes,1,2026-01-16T00:11:01Z,2026-01-16T00:11:26Z,25,logs_tacc/20260116_001101_tokio-rs_bytes.log
https://github.com/tokio-rs/tokio,1,2026-01-16T00:11:31Z,2026-01-16T00:12:00Z,29,logs_tacc/20260116_001131_tokio-rs_tokio.log
https://github.com/tokio-rs/tracing,1,2026-01-16T00:12:05Z,2026-01-16T00:12:32Z,27,logs_tacc/20260116_001205_tokio-rs_tracing.log
https://github.com/darkreader/darkreader,1,2026-01-16T00:12:37Z,2026-01-16T00:13:06Z,29,logs_tacc/20260116_001237_darkreader_darkreader.log
https://github.com/mui/material-ui,1,2026-01-16T00:13:11Z,2026-01-16T00:14:04Z,53,logs_tacc/20260116_001311_mui_material-ui.log
https://github.com/vuejs/core,0,2026-01-16T00:14:09Z,2026-01-16T00:23:19Z,550,logs_tacc/20260116_001409_vuejs_core.log
