repo_url,exit_code,start_time,end_time,duration_seconds,log_path
https://github.com/yrcong/RelTR,1,2026-02-05T00:03:42Z,2026-02-05T00:05:51Z,129,logs_kvm/20260205_000342_yrcong_RelTR.log
https://github.com/rahulvigneswaran/Lottery-Ticket-Hypothesis-in-Pytorch,1,2026-02-05T00:05:56Z,2026-02-05T00:08:10Z,134,logs_kvm/20260205_000556_rahulvigneswaran_Lottery-Ticket-Hypothesis-in-Pytorch.log
https://github.com/henryzhongsc/gnn_editing,1,2026-02-05T00:08:15Z,2026-02-05T00:10:17Z,122,logs_kvm/20260205_000815_henryzhongsc_gnn_editing.log
https://github.com/PriorLabs/TabPFN,1,2026-02-05T00:10:22Z,2026-02-05T00:12:34Z,132,logs_kvm/20260205_001022_PriorLabs_TabPFN.log
https://github.com/fmi-basel/neural-decoding-RSNN,1,2026-02-05T00:12:39Z,2026-02-05T00:14:39Z,120,logs_kvm/20260205_001239_fmi-basel_neural-decoding-RSNN.log
https://github.com/yrcong/RelTR,0,2026-02-05T00:30:53Z,2026-02-05T00:31:45Z,52,logs_kvm/20260205_003053_yrcong_RelTR.log
https://github.com/rahulvigneswaran/Lottery-Ticket-Hypothesis-in-Pytorch,0,2026-02-05T00:31:50Z,2026-02-05T00:32:36Z,46,logs_kvm/20260205_003150_rahulvigneswaran_Lottery-Ticket-Hypothesis-in-Pytorch.log
https://github.com/henryzhongsc/gnn_editing,0,2026-02-05T00:32:41Z,2026-02-05T00:33:28Z,47,logs_kvm/20260205_003241_henryzhongsc_gnn_editing.log
https://github.com/PriorLabs/TabPFN,0,2026-02-05T00:33:33Z,2026-02-05T00:34:25Z,52,logs_kvm/20260205_003333_PriorLabs_TabPFN.log
https://github.com/fmi-basel/neural-decoding-RSNN,0,2026-02-05T00:34:30Z,2026-02-05T00:35:17Z,47,logs_kvm/20260205_003430_fmi-basel_neural-decoding-RSNN.log
https://github.com/peng-gao-lab/p4control,0,2026-02-05T00:35:22Z,2026-02-05T00:36:16Z,54,logs_kvm/20260205_003522_peng-gao-lab_p4control.log
https://github.com/RutgersCSSystems/crossprefetch-asplos24-artifacts,1,2026-02-05T00:36:21Z,2026-02-05T00:37:09Z,48,logs_kvm/20260205_003621_RutgersCSSystems_crossprefetch-asplos24-artifacts.log
https://github.com/wenxiwang/SymMC-Tool,0,2026-02-05T00:37:14Z,2026-02-05T00:38:16Z,62,logs_kvm/20260205_003714_wenxiwang_SymMC-Tool.log
https://github.com/sumonbis/Fairify,0,2026-02-05T00:38:21Z,2026-02-05T00:39:22Z,61,logs_kvm/20260205_003821_sumonbis_Fairify.log
https://github.com/EngineeringSoftware/exli,1,2026-02-05T00:39:27Z,2026-02-05T00:40:33Z,66,logs_kvm/20260205_003927_EngineeringSoftware_exli.log
https://github.com/uiuc-arc/sixthsense,1,2026-02-05T00:40:38Z,2026-02-05T00:41:23Z,45,logs_kvm/20260205_004038_uiuc-arc_sixthsense.log
https://github.com/uiuc-arc/probfuzz,1,2026-02-05T00:41:28Z,2026-02-05T00:42:19Z,51,logs_kvm/20260205_004128_uiuc-arc_probfuzz.log
https://github.com/seal-research/gluetest,1,2026-02-05T00:42:24Z,2026-02-05T00:43:15Z,51,logs_kvm/20260205_004224_seal-research_gluetest.log
https://github.com/iaoing/Silhouette,1,2026-02-05T19:49:23Z,2026-02-05T19:52:44Z,201,logs_kvm/20260205_194923_iaoing_Silhouette.log
https://github.com/anvil-verifier/anvil,0,2026-02-05T19:52:49Z,2026-02-05T20:04:23Z,694,logs_kvm/20260205_195249_anvil-verifier_anvil.log
https://github.com/tinoryj/ELECT,0,2026-02-05T20:04:28Z,2026-02-05T20:15:18Z,650,logs_kvm/20260205_200428_tinoryj_ELECT.log
https://github.com/snu-csl/rfuse,0,2026-02-05T20:15:23Z,2026-02-05T20:27:18Z,715,logs_kvm/20260205_201523_snu-csl_rfuse.log
https://github.com/sbu-fsl/Metis,0,2026-02-05T20:27:23Z,2026-02-05T20:36:47Z,564,logs_kvm/20260205_202723_sbu-fsl_Metis.log
https://github.com/facebook/zstd,0,2026-02-05T20:36:52Z,2026-02-05T20:46:48Z,596,logs_kvm/20260205_203652_facebook_zstd.log
https://github.com/jqlang/jq,0,2026-02-05T20:46:53Z,2026-02-05T20:56:53Z,600,logs_kvm/20260205_204653_jqlang_jq.log
https://github.com/ponylang/ponyc,0,2026-02-05T20:56:58Z,2026-02-05T21:06:45Z,587,logs_kvm/20260205_205658_ponylang_ponyc.log
https://github.com/catchorg/Catch2,0,2026-02-05T21:06:50Z,2026-02-05T21:16:48Z,598,logs_kvm/20260205_210650_catchorg_Catch2.log
https://github.com/fmtlib/fmt,0,2026-02-05T21:16:53Z,2026-02-05T21:27:50Z,657,logs_kvm/20260205_211653_fmtlib_fmt.log
https://github.com/nlohmann/json,0,2026-02-05T22:25:17Z,2026-02-05T22:35:15Z,598,logs_kvm/20260205_222517_nlohmann_json.log
https://github.com/simdjson/simdjson,0,2026-02-05T22:35:20Z,2026-02-05T22:45:19Z,599,logs_kvm/20260205_223520_simdjson_simdjson.log
https://github.com/yhirose/cpp-httplib,0,2026-02-05T22:45:24Z,2026-02-05T22:55:50Z,626,logs_kvm/20260205_224524_yhirose_cpp-httplib.log
https://github.com/cli/cli,0,2026-02-05T22:55:55Z,2026-02-05T23:06:46Z,651,logs_kvm/20260205_225555_cli_cli.log
https://github.com/grpc/grpc-go,0,2026-02-05T23:06:51Z,2026-02-05T23:16:49Z,598,logs_kvm/20260205_230651_grpc_grpc-go.log
https://github.com/zeromicro/go-zero,0,2026-02-05T23:16:54Z,2026-02-05T23:27:51Z,657,logs_kvm/20260205_231654_zeromicro_go-zero.log
https://github.com/alibaba/fastjson2,0,2026-02-05T23:27:56Z,2026-02-05T23:41:20Z,804,logs_kvm/20260205_232756_alibaba_fastjson2.log
https://github.com/elastic/logstash,0,2026-02-05T23:41:25Z,2026-02-05T23:53:16Z,711,logs_kvm/20260205_234125_elastic_logstash.log
